VEICULOS;PLACA;RENAVAM;OBSERVAÇÕES;DATA;DONO;SITUAÇÃO;VALOR DE COMPRA R$
CHEV. ONIX 1.4 LT 2016/2017 COR PRETO;LMJ9G15;1100969117;COMPRADO NA PODIUM CAMPOS 30/06/2025;30/06/2025;KM 151.067;RENAVE;R$ 40.200,00
CHEV. COBALT 1.4 LTZ 2013/2013 COR CINZA;OVF8E20;551294671;COMPRADO NA ESPLACAR VEICULOS;;;RENAVE;R$ 27.000,00
HONDA NXR160 BROS ESDD 2021/2022 PRETA;RQR5J14;1276149368;COMPRADO NA TROCA DO COROLLA PLACA MRS7D57 12/07/2025;07/12/2025;;RENAVE;R$ 18.000,00
GM MONTANA CONQUEST 2008/2008 PRETA;MGY8H11;952193655;COMPRADO NA TROCA DO COROLLA PLACA MRS7D57 12/07/2025;07/12/2025;KM 103.217;RENAVE;R$ 15.000,00
ONIX HATCH LTZ 1.4 8V 2015/2015 AZUL;PPJ6D96;1065769552;COMPRADO NA KURUMA VEICULOS 09/07/2025;07/09/2025;KM 114.104;RENAVE;R$ 50.500,00
HYUNDAI HB20 COMF. 2015/2015 BRANCO;PPG1B54;1045821362;COMPRADO NA KURUMA VEICULOS VITORIA 11/07/2025;07/11/2025;;RENAVE;R$ 40.500,00
VW VOYAGE 1.0 2009/2010 PRATA;MSW8B84;167754661;COMPRADO NA ESPLACAR VEICULOS 14/07/2025;14/07/2025;KM 979.73;RENAVE;R$ 21.500,00
TOYOTA COROLLA XLI 1.8 2007/2008 PRETO;MRO8A95;935228110;COMPRADO NA TROCA DO COROLLA XEI 2.0 PLACA ODA9D25 17/07/2025;17/07/2025;KM 308.130;RENAVE;R$ 34.200,00
FORD FIESTA SE 2011/2011 PRETO;MTO8J02;323593399;COMPRADO NA PRIME CACHOEIRO 16/07/2025;16/07/2025;;RENAVE;R$ 26.000,00
FORD KA SE 1.5 SD B 2017/2018 PRATA;QMQ8653;1125886126;COMPRADO NA VITÓRIA MOTORS (BDY) SERRA 09/07/2025;07/09/2025;;RENAVE;R$ 34.000,00
VW FOX 1.0 2009/2009 VERMELHO;LKV2H46;124675697;COMPRADO PARTICULAR ( NÚMERO= 27 997987323 );;KM 175.68;RENAVE;R$ 15.000,00
TOYOTA ETIOS SD XS 2016/2017 BRANCO;PPO1494;1094309343;COMPRADO NA TROCA DO HB20 1.0 PLACA PPG1B54 22/07/2025;22/07/2025;;RENAVE;R$ 51.900,00
CHEV. AGILE LTZ 2012/2013 PRATA;OLZ5E52;480712468;COMPRADO PARTICULAR / JULIANA (27) 999288277;;KM 270.848;RENAVE;R$ 28.000,00
FIAT UNO MILLE FIRE FLEX 2005/2006 CINZA;LSM1D81;861417470;COMPRADO NA TROCA DO FIAT STRADA TREK PLACA MTW7E42 28/07/2025;28/07/2025;KM 155.040;RENAVE;R$ 13.000,00
HONDA NXR 160 BROS ESDD 2015/2015 PRETA;PPE6763;1042152788;COMPRADO NA TROCA DA BROS RQR5J14 23/05/2025;23/05/2025;;RENAVE;R$ 12.500,00
VW NOVO FOX CL ME 2015/2016 BRANCO;PPN1H38;1078467622;COMPRADO NA VW COMERCIO DE AUTOMOVEIS LTDA (CHRVSLER) 11/07/2025;07/11/2025;KM 620.70;RENAVE;R$ 43.000,00
GM CORSA SEDAN MAXX PRETO 2006/2007;MQI9085;893211354;COMPRADO NA ESPLACAR GUARAPARI 26/07/2025;26/07/2025;;RENAVE;R$ 11.000,00
I RENAULT SYMBOL PR1616V 2009/2010 PRATA;MSV5301;157282350;COMPRADO NA TROCA DO TOYOTA ETIOS SD PLACA PPO1494 28/07/2025;28/07/2025;KM 118.097;RENAVE;R$ 15.000,00
RENAULT DUSTER 20 D 4X2 2011/2012 VERMELHA;ODD0281;399285792;COMPRADO NA TROCA DO VW FOX PLACA OYK8E32 31/07/2025;31/07/2025;KM 163.067;RENAVE;R$ 37.000,00
FORD FIESTA SEDAN 1.6 FLEX 2007/2008 VERMELHO;MPL8H23;935443371;COMPRADO NA TROCA DO VOYAGE PRATA PLACA MSW8B84 02/08/2025;08/02/2025;;RENAVE;R$ 17.000,00
GM ONIX 1.0 MT LS 2015/2015 VERMELHO;OYG5I29;1053507469;COMPRADO NA PODIUM VITORIA NO DIA 31/07;;;RENAVE;R$ 33.200,00
CHEVROLET AGILE LTZ 2012/2013 PRETO;LLV6251;532761650;COMPRADO NA CVC (LIDER VEICULOS) CACHOEIRO DE ITAPEMIRIM 06/08/2025;08/06/2025;KM 133.280;RENAVE;R$ 28.200,00
FORD FIESTA FLEX 2010/2011 PRATA;MTO2A62;252794311;COMPRADO DA VITORIA MOTORS (BYD SERRA) 29/07/2025;29/07/2025;KM 148.395;RENAVE;R$ 18.000,00
CHEVROLET ONIX PLUS 10MT LT1 2020/2021 PRATA;RBF1D18;1250962908;COMPRADO NA PODIUM VITORIA 06/08/2025;08/06/2025;KM 142.646;RENAVE;R$ 42.600,00
KIA SPORTAGE EX2 2.0G2 2009/2010 PRATA;MSZ5H21;180689452;COMPRADO NA EXCLUSIVA AUTOMOVEIS GUARAPARI 30/07/2025;30/07/2025;KM 173.511;RENAVE;R$ 30.000,00
VW SPACEFOX 2007/2007 PRATA;MRB9J73;913496502;COMPRADO NA TROCA DA DUSTER ODD0281 07/08/2025;08/07/2025;;RENAVE;R$ 23.000,00
RENAULT DUSTER 16 D 4X2 CINZA 2012/2013;ODM7034;486993043;COMPRADO NA PREMIUM VILA VELHA 31/07/2025;31/07/2025;KM 94.025;RENAVE;R$ 43.950,00
YAMAHA FAZER 250 BLUEFLEX 2015/2015;LUB6A56;1043762660;COMPRADO NA TROCA DO SYMBOL PLACA MSV5301 09/08/2025;08/09/2025;KM 53.559;RENAVE;R$ 14.000,00
GM CLASSIC LIFE 2005/2006 PRETO;JGN6088;867308400;COMPRADO NA TROCA DO GOL 1.0 PLACA KPK9A57 09/08/2025;08/09/2025;;PASSAMOS O CARRO PARA VITINHO;R$ 10.000,00
FORD FIESTA FLEX 2009/2009 PRATA;MSO7G14;123942993;COMPRADO NA ESPLACAR PORÉM ELES TRANSFERIRAM DIRETO DO CLIENTE DELES PARA A GENTE;;;RENAVE;R$ 13.000,00
VW SPACEFOX 2008/2009 PRETO;MSN9H69;122478215;COMPRADO DA PODIUM VITORIA 13/08/2025;13/08/2025;KM 148.98;RENAVE;R$ 22.200,00
VW FOX 1.0 GII 2010/2011 CINZA;NTO2D93;226685632;COMPRADO NA TROCA DO HB20 PLACA LLY6F03 12/08/2025;08/12/2025;;RENAVE;R$ 26.500,00
HONDA BIZ 125 2022/2023 BRANCA;SFS3F09;1330431186;COMPRADO NA TROCA DO FIAT UNO MILLE PLACA LSM1D81 13/08/2025;13/08/2025;;RENAVE;R$ 15.400,00
TOYOTA COROLLA ALTIS20FX 2011/2012 PRATA;NXE2600;348803613;COMPRADO NA TROCA DA DUSTER PLACA ODM7A34 13/08/2025;13/08/2025;KM 135.858;RENAVE;R$ 53.000,00
FORD KA SEL 1.5 SD B 2016/2017 BRANCO;PPQ6G78;1103555267;COMPRADO NA PODIUM VITORIA 13/08/2025;13/08/2025;KM 97.416;RENAVE;R$ 38.200,00
VW SPACECROSS GII 2013/2013 PRATA;MPL9807;548858659;COMPRADO NA CVC ( TRASNFERENCIA DIRETA DO CLIENTE DELES PARA A GENTE;;KM 88.805;RENAVE;R$ 33.000,00
FIAT PUNTO ESSENCE 1.6 2012/2013 VERMELHO;GMT1J76;494154225;COMPRADO NA ESPLACAR;;KM 121.916;RENAVE;R$ 28.000,00
GM SONIC LTZ AT 2012/2013 BRANCO;ODT8605;531634825;COMPRADO NA TROCA DO POLO PLACA ODA9D65 15/08/2025;15/08/2025;KM 179.352;RENAVE;R$ 27.000,00
GM VECTRA SD EXPRESSION 2008/2009 PRETO;HJE6A91;972617418;COMPRADO NA TROCA DO CROSSFOX PLACA HGP8D85 15/08/2025;15/08/2025;;TRANSFERÊNCIA DIRETA - PRANCHA;R$ 16.500,00
VW GOL 1.0 2007/2008 PRETO;DXU5H55;926292145;COMPRADO NA TROCA DO IDEA 1.6 PLACA KPT3H31;;KM 303.967;RENAVE;R$ 14.000,00
CHEV PRISMA 1.4 AT LTZ 2014/2015 BRACO;LRK8974;1015240019;COMPRADO NA PODIUM DE CAMPOS 18/08/2025;18/08/2025;KM 96.909;CONCESSIONÁRIA;R$ 42.750,00
FORD KA SE 1.0 SD B BRANCO 2017/2018;PPX8G21;1136253545;COMPRADO NA TAI MOTORS VITORIA 19/08/2025;19/08/2025;;RENAVE;R$ 38.000,00
FORD KA SE 1.0 HA 2015/2015 BRANCO;LSD9G08;1060755634;COMPRADO NA PODIUM CAMPOS 22/08/2025;22/08/2025;KM 131.954;CONCESSIONÁRIA;R$ 25.750,00
HONDA CG 160 TITAN 2020/2020 AZUL;QRH7F62;1224771521;COMPRADO NA TROCA DO FORD FIESTA SE PLACA MPL8H23 21/08/2025 (27) 998854535;21/08/2025;;REPASSAMOS PARA VANDELEI;R$ 14.000,00
FIAT PUNTO ATTRACTIVE 2015/2016 BRANCO;LRY5J17;1048300339;COMPRADO PARTICULAR DE JOSÉ ALEXANDRE (27) 981366960;;KM 153.602;RENAVE;R$ 31.000,00
FIAT STRADA TREK FLEX 2010/2011 PRETA;MTW7E42;316567639;COMPRADO NA TROCA DO VW UP HIGH PLACA OYF7J15 25/08/2025;25/08/2025;KM 198.712;RENAVE;R$ 38.000,00
CHEV PRISMA 1.4MT LT 2015/2015 BRANCO;LSF6J14;1049771947;COMPRADO NA PODIUM CAMPOS 27/08/2025;27/08/2025;KM 103.000;CONCESSIONÁRIA;R$ 39.800,00
VW GOL 1.0 2005/2005 BRANCO;MQG5E84;848718828;COMPRADO NA TROCA DO FOX PLACA NTO2D93 03/09/2025;09/03/2025;;TRANSFERÊNCIA DIRETA ENTRE CLIENTES;R$ 8.000,00
FIAT IDEA ESSENCE 1.6 2012/2013 BRANCO;JJL1C30;477284507;COMPRADO NA TROCA DA SPACEFOX PRETA MSN9H69;;;PASSAMOS PARA ERIVELTON (MECÂNICO);R$ 34.900,00
FORD FIESTA SEDAN 1.6 FLEX 2011/2011 PRATA;MTO9093;322497787;COMPRADO NA ESPLACAR;;KM 200.360;RENAVE;R$ 25.500,00
HYUNDAI HB20S 1.0M COMF 2016/2016 PRATA;PPL3I44;1079327239;COMPRADO NA CVC SERRA 08/09/2025;09/08/2025;KM 136.563;RENAVE;R$ 47.200,00
CITROEN C4 16GLX5P F 2012/2013 PRETO;OPB8E41;504359380;COMPRADO NA TROCA DO ONIX PLUS PLACA RBF1D18 12/09/2025;09/12/2025;KM 89.897;RENAVE / PASSAMOS PARA PRANCHA;R$ 15.000,00
NISSAN MARCH 10S 2015/2016 PRATA;PXB7223;1071929248;COMPRADO NA ESPLACAR;;KM 100.171;RENAVE;R$ 24.000,00
VW VOYAGE 1.0 2011/2011 PRETO;OCW2A00;328044881;COMPRADO NA KOBE NISSAN;;;RENAVE;R$ 21.850,00
FIAT UNO MILLE FIRE FLEX 2005/2006 CINZA;DLG4B23;862288290;COMPRADO NA TROCA DO FORD KA PLACA LSD9G08;;KM 241.483;RENAVE;R$ 14.000,00
FIAT SIENA EL FLEX BEGE 2009/2010;LKX2D03;144660474;COMPRADO PARTICULAR DE LUIS ANTONIO/NUMERO = 27 999553662;;KM 258.200;RENAVE;R$ 22.000,00
FIAT SIENA FIRE FLEX PRATA 2011/2012;HOE8F69;329450166;COMPRADO NA TROCA DO FIAT PUNTO BRANCO PLACA LRY5J17;;KM 218.977;RENAVE;R$ 26.000,00
HONDA NXR160 BROS ESDD 2022/2022 VERMELHA;RBI8I95;1300651544;COMPRADO NA TROCA DA SAVEIRO 1.0 PLACA = MPL0I91;;KM 5.798;RENAVE;R$ 17.000,00
FORD KA SEDAN 1.5 2017/2018 PRATA;PPX5B12;1137893807;COMPRADO NA KURUMA VEICULOS DE VITORIA;;KM 97.477;RENAVE;R$ 43.500,00
RENAULT DUSTER 1.6 4X2 2012/2013 CINZA;ODM7A34;486933043;COMPRADO NA TROCA DO FORD KA 1.5 PLACA PPQ6G78;;KM 94.150;RENAVE;R$ 48.000,00
CELTA SPIRIT LT 1.0 2011/2012 PRETO;OCX8I18;333443560;COMPRADO NA KURUMA VILA VELHA 23/09/2025;23/09/2025;KM 125.351;RENAVE;R$ 25.500,00
HYUNDAI HB20S 1.0M COMF 2015/2015 BRANCO;PPL2B93;1068591819;COMPRADO NA PRIME SERRA 23/09/2025;23/09/2025;KM 120.933;RENAVE;R$ 36.500,00
FIAT SIENA FIRE FLEX 2010/2010 PRATA;MTD5739;200283812;COMPRADO NA EXCLUSIVA;;;RENAVE;R$ 16.500,00
FORD KA SE 1.0 HA C 2019/2019 PRATA;QQU3C76;1191355117;COMPRADO NA VESSA VEICULOS 24/09/2025;24/09/2025;;RENAVE;R$ 35.200,00
FIAT SIENA ESSENC 1.6 DL 2012/2013;ODO9B88;494136294;COMPRADO NA ORVEL VEICULOS;;KM 110.711;RENAVE;R$ 26.000,00
FIAT PALIO WEEK ELX FLEX 2007/2008 PRATA;DXP5C80;937321729;COMPRADO DE VANIA COLATINA - 27 999134623 NA TROCA DO PRISMA LSF6J14;;;RENAVE;R$ 23.000,00
CHEV ONIX JOY BLACK 2020/2021 PRETO;RBE9H94;1250841299;COMPRADO NA CVC SERRA;;KM 132.749;RENAVE;R$ 41.200,00
FORD FIESTA HÁ 1.6L SE 2014/2015 PRATA;PPE8819;1040109311;COMPRADO NA PREMIUM VILA VEHA;;KM 78.620;RENAVE;R$ 36.400,00
TOYOTA ETIOS SD XS 2013/2013 BRANCO;PGF4G83;513921702;COMPRADO NA TROCA DA DUSTER ODM7A34 29/09/2025;29/09/2025;KM 139.630;RENAVE;R$ 36.000,00
CHEV ONIX 1.4MT LT 2013/2013 PRATA;MRY5I82;549354166;COMPRADO NA PRIME GUARAPARI 29/09/2025;29/09/2025;;RENAVE;R$ 29.500,00
VW FOX 1.0 MI 2010/2011 PRATA;MTW1B99;259787345;COMPRADO NA KURUMA VITORIA 30/09/2025;30/09/2025;KM 153.208;RENAVE;R$ 21.000,00
FIAT PALIO FIRE FLEX 2006/2006 PRATA;MQH0E17;878643826;COMPRADO NA TROCA DO FIAT PALIO WEEK PLACA DXP5C80;;KM 247.848;RENAVE;R$ 11.900,00
FIAT SIENA ATTRACTIV 1.4 2012/2013 PRATA;ODM8I14;486140121;COMPRADO NA ORVEL VEICULOS SERRA 29/09/2025;29/09/2025;;RENAVE;R$ 28.300,00
HYUNDAI HB20 1.0M COMFOR 2017/2017 PRATA;PPP1698;1116727932;COMPRADO NA CVC GUARAPARI;;KM 143.243;RENAVE;R$ 38.000,00
VW NOVO VOYAGE 1.0 2012/2013 CINZA;ODO7328;501193340;COMPRADO NA EXCLUSIVA;;;RENAVE;R$ 23.500,00
FIAT PALIO WEEK TREKKING 2009/2010 PRETO;MSV2581;156165228;COMPRADO NA EXCLUSIVA;;;PASSAMOS O CARRO PARA IGOR;R$ 12.000,00
FIAT PALIO SPORTING 1.6 2015/2016 BRANCO;PPL6J17;1075696272;COMPRADO NA TROCA DO FIAT ARGO PLACA RUT4D31;;;RENAVE;R$ 41.900,00
CHEVROLET AGILE LTZ VERMELHO 2011/2012;KVP7679;450596729;COMPRADO NA PODIUM CAMPOS 09/10/2025;10/09/2025;KM 84.959;CONCESSIONÁRIA;R$ 26.000,00
VW SPACECROSS GII 2013/2013 PRATA;MPJ7E97;540256102;COMPRADO NA TROCA DA TUCSON PLACA PGG6C36;;KM 150.343;RENAVE;R$ 30.000,00
VW FOX 1.0 BLUEM. GII 2013/2014 BRANCO;OYE1I91;708848761;COMPRADO NA TROCA DO PALIO SPORTING PLACA PPL6J17;;KM 251.885;RENAVE;R$ 35.000,00
HONDA BIZ 125 MAIS 2010/2010 AZUL;MTD5E72;220937583;COMPRADO NA TROCA DO FIAT PUNTO VERMELHO PLACA GMT1J76;;;RENAVE;R$ 8.000,00
HONDA BRÓS NXR160 ESDD VERMELHA 2017/2017;PPK1J32;1122351043;COMPRADO NA TROCA DO HB20 BRANCO PLACA QRJ7A86;;;RENAVE;R$ 14.000,00
RENAULT KWID ZEN 10MT BRANCO 2018/2018;PPZ4F01;1152856178;COMPRADO NA TROCA DO VOYAGE PLACA ODO7328;;KM 125.175;RENAVE;R$ 29.200,00
VW SPACECROSS GII 2013/2013 PRATA;LQW5I35;566239655;COMPRADO NA CVC CACHOEIRO;;KM 168.493;RENAVE;R$ 36.600,00
HYUNDAI TUCSON GLS 20L 2009/2010 PRETA;MSX8423;169229360;COMPRADO NA PRIME DE VILA VELHA;;KM 157.04;RENAVE;R$ 33.000,00
GM ONIX PLUS 1.0MT LT1 2020/2020 BRANCO;RBB9C58;1235553733;COMPRADO NA CVC GUARAPARI 14/10/2025;14/10/2025;KM 95.667;RENAVE;R$ 43.200,00
NISSAN SENTRA 20 FLEX 2009/2010 PRATA;NTH4A61;207760470;COMPRADO NA TROCA DO PRISMA PLACA LRK8J74;;KM 89.369;RENAVE;R$ 19.000,00
VW FOX 1.6 GII 2013/2014 VERMELHO;OVJ2C30;566903083;COMPRADO NA PODIUM CARIACICA;;KM 119.638;RENAVE;R$ 34.750,00
CHEV ONIX 10MY LT1 2020/2020 BRANCO;QXK4J66;1221060047;COMPRADO NA CVC COLATINA 16/10/2025;16/10/2025;;RENAVE;R$ 39.800,00
VW FOX 1.6 PRIME GII 2012/2013 BRANCO;ODN2H69;485540100;COMPRADO DE ERIVELTON ( MECHANICA BRASIL) 21/10/2025;21/10/2025;KM 203.311;RENAVE;R$ 29.000,00
FORD KA SEL 1.5 2016/2016 PRETO;PPK0961;1091943793;COMPRADO NA BYD SERRA 21/10/2025;21/10/2025;;RENAVE;R$ 35.500,00
FIAT PALIO FIRE PRETO 2014/2015;PPA6A05;1017915188;COMPRADO NA TAI MOTORS VITORIA 21/10/2025;21/10/2025;KM 114.627;RENAVE;R$ 26.200,00
VW GOL 1.6 CINZA 2011/2012;OCW1527;322980909;COMPRADO NA PODIUM VITORIA 21/10/2025;21/10/2025;KM 182.627;RENAVE;R$ 28.200,00
FIAT PALIO ESSENCE 1.6 2012/2013 BRANCO;ODI9E49;469879670;COMPRADO NA PRIME CACHOEIRO;;KM 152.510;RENAVE;R$ 29.000,00
FIAT IDEA ADVENTURE FLEX 2008/2008 PRETO;MRY8B48;960154817;COMPRADO NA TROCA DO SIENA PLACA HOE8F69;;KM 198.944;RENAVE;R$ 28.000,00
FIAT MOBY EASY 2016/2017 VERMELHO;PPK8272;1103825094;COMPRADO PARTICULAR DE JORGE BARBIRATO REVENDEDOR 27 99247-6553;;KM 37.574;RENAVE;R$ 27.500,00
VW GOL 1.0 2011/2012 PRETO;ODA8H38;372161260;COMPRADO NA PREMIUM VEICULOS VILA VELHA 21/10/2025;21/10/2025;KM 95.980;RENAVE;R$ 18.200,00
VW VOYAGE COMFORTLINE 1.0 2014/2015 PRATA;PPE4495;1038299320;COMPRADO NA VITORIA MOTORS (BYD) VITORIA 27/10/2025;27/10/2025;;RENAVE;R$ 39.000,00
FLUENCE SED.DYNAMIQUE 2.0 2012/2013 PRATA;ODH6047;460563149;COMPRADO NA CHRVSLER (VM COMERCIO ) VITORIA;;;RENAVE;R$ 28.000,00
FIAT SIENA ESSENCE 1.6 2013/2013 CINZA;MPL4631;544206861;COMPRADO NA CVC SERRA (LIDER VEICULOS) 27/10/2025;27/10/2025;;RENAVE;R$ 24.400,00
HYUNDAI HB20 COMFORT 1.0 2015/2015 BRANCO;OOS7E14;1059071158;COMPRADO NA BYD VILA VELHA 28/10/2025;28/10/2025;KM 67.032;RENAVE;R$ 41.000,00
HYUNDAI HB20S 1.0M COMF 2016/2016 BRANCO;PPM5J29;1083362930;COMPRADO NA CVC (MARCIO COELHO 28 99913-6398);;KM 43.389;RENAVE;R$ 44.000,00
JEEP RENEGADE LNGTD AT 2015/2016 PRETO;PPG7H08;1062752195;COMPRADO NA CVC SERRA (LIDER VEICULOS) 27/10/2025;27/10/2025;KM 114.642;RENAVE;R$ 54.000,00
FORD FIESTA 1.6 FLEX 2012/2012 BRANCO;ODH7E13;461662930;COMPRADO NA ESPLACAR VEICULOS;;;RENAVE;R$ 23.000,00
VW POLO TRACK 1.0 2024/2025 BRANCO;PVR7E45;1390242762;COMPRADO NA LOCALIZA (KLEBER);;KM 27.030;RENAVE;R$ 65.600,00
HONDA FIT LXL FLEX 2011/2011 PRETO;MTW7E59;300116144;COMPRADO PARTICULAR ( AMIGO DO BRUNO);;KM168.702;RENAVE;R$ 37.000,00
HONDA XRE300 ABS CINZA 2019/2020;QRM5C77;1219223830;COMPRADO NA TROCA DO ONIX QXK4J66 29/10/2025;29/10/2025;;PASSAMOS PARA TONINHO;R$ 23.000,00
HYUNDAI HB20 1.0M 1.0 M 2013/2013 PRATA;OVF4A29;536950091;COMPRADO NA TROCA DO ONIX 1.4 PLACA PPJ6D96 31/10/2025;31/10/2025;KM 190.699;RENAVE;R$ 35.000,00
VW FOX 1.0 2007/2008 CINZA;MRM2917;932378293;COMPRADO NA EXCLUSIVA;;KM 212.362;RENAVE;R$ 10.000,00
FIAT SIENA EL 1.0 FLEX 2012/2013 CINZA;ODQ5E85;501501711;COMPRADO NA ORVEL SERRA 31/10/2025;31/10/2025;KM 108.294;RENAVE;R$ 28.600,00
GM CORSA SEDAN PREMIUM 2009/2010 VERDE;MSZ6F64;183751612;COMPRADO NA TROCA DO ETIOS SD PGF4G83 06/11/2025;11/06/2025;KM 118.242;RENAVE;R$ 23.900,00
VW NOVO VOYAGE 1.6 2012/2013 VERMELHO;LQN5E52;494930900;COMPRADO NA VOLKSWAGEM GUARAPARI;;KM 352.681;RENAVE;R$ 22.900,00
FORD FIESTA SEDAN 1.6 FLEX 2009/2010 PRETO;KVD9153;171119584;COMPRADO NA TROCA DO HB20 BRANCO PLACA OOS7E14;;;RENAVE;R$ 18.000,00
NISSAN SENTRA S 2.0 FLEX FUEL 16V AUT. 2012/2013 PRATA;OVE9648;535344686;COMPRADO NA CHRVSLER (VM COMERCIO ) VITORIA 11/11/2025;11/11/2025;;RENAVE;R$ 33.500,00
HYUNDAI TUCSON GLSB 2012/2013 PRATA;ODI4G92;473680211;COMPRADO NA CHRYSL (VM COMERCIO) SERRA 11/11/2025;11/11/2025;KM 147.172;RENAVE;R$ 38.000,00
FORD FIESTA SE 1.6 2013/2014 BRANCO;LRA1F71;593925050;COMPRADO NA CHRVSLER (VM COMERCIO) VILA VELHA 28/10/2025;28/10/2025;;RENAVE;R$ 33.000,00
FORD ECOSPORT FREESTYLE 1.6 16V FLEX 2011/2012 PRATA;ODC0468;373705182;COMPRADO NA CRHVSLER (VM COMERCIO) VILA VELHA 28/10/2025;28/10/2025;;RENAVE;R$ 37.000,00
VW VOYAGE 1.6 TREND 2010/2011 PRATA;MTT9E32;252710720;COMPRADO PARTICULAR DE FABRICIO FERREIRA (27) 99760-8079;;;RENAVE;R$ 20.000,00
VW GOL 1.0 2008/2008 BRANCO;MRV7091;952452936;COMPRADO NA TROCA DO ONIX PLUS PLACA RBB9C58 12/11/2025;11/12/2025;;PASSAMOS O CARRO PARA VITINHO;R$ 10.000,00
HYUNDAI HB20 1.0M 1.0 M 2012/2013 VERMELHO;ODN9A06;495421200;COMPRADO NA ESPLACAR;;KM 145.845;RENAVE;R$ 30.000,00
GM CELTA 4P LIFE 2004/2005 PRATA;MQE9A84;842672095;COMPRADO NA TROCA DO FOX VERMELHO OVJ2C30 13/11/2025;13/11/2025;;PASSAMOS PARA PRANCHA (R$ 12.000);R$ 9.000,00
HONDA CG150 FAN ESDI 2014/2014 PRETA;OYK2G21;1016951784;COMPRADO NA TROCA DO FIAT PALIO ESSENCE 1.6 ODI9E49;;;PASSAMOS PARA GERSON;R$ 10.000,00
VW CROSSFOX GII 2010/2011 PRATA;MTS7E91;232167230;COMPRADO NA RECREIO VITORIA (VITORIAWAGEN) 29/10/2025;29/10/2025;;RENAVE;R$ 32.800,00
HYUNDAI HB20S 1.6A COMF 2016/2017 BRANCO;PPQ5207;1103683958;COMPRADO NA EXCLUSIVA;;KM 123.578;RENAVE;R$ 53.000,00
FIAT PUNTO ATTRACTIVE 1.4 2013/2014 BRANCO;OVK2B46;587507080;COMPRADO PARTICULAR DE BERNADETE DE LOURDES MACHADO MOTTA TELEFONE = 27 995140831;;KM 133.654;RENAVE;R$ 26.000,00
VW GOL 1.0 2009/2010 PRATA;MSZ3182;178539554;COMPRADO NA TROCA DO HONDA FIT MTW7E59;;;RENAVE;R$ 17.000,00
HONDA BIZ 125 2021/2021 BRANCA;RQR4A79;1275394555;COMPRADO NA TROCA DO HB20 SEDAN PPM5J29;;PASSAMOS PARA TONINHO;RENAVE;R$ 14.000,00
GM ONIX 10MT LT4 2020/2020 VERMELHO;QRH7D89;1224721940;COMPRADO NA CVC GUARAPARI;;;RENAVE;R$ 45.000,00
FORD KA SE 1.5 SD C 2019/2019 BRANCO;QQP0B92;1188989020;COMPRADO NA ORLETI SERRA;;;RENAVE;R$ 39.200,00
VW GOL 1.6 RALLYE 2011/2012 PRATA;OCZ7403;348527756;COMPRADO NA BYD VITORIA 19/11/2025;19/11/2025;KM 222.011;RENAVE;R$ 16.500,00
VW NOVO VOYAGE 1.0 2013/2014 PRETO;OPX9B51;537410198;COMPRADO NA ESPLACAR;;KM 234.147;RENAVE;R$ 30.000,00
VW NOVO FOX 1.0 TL MA 2014/2015 PRETO;KQV5384;1037330649;COMPRADO NA VOLKSWAGEM GUARAPARI;;KM 103.156;RENAVE;R$ 36.000,00
VW SAVEIRO 1.6 CE CROSS 2011/2012 PRETA;OCW3A40;359238343;COMPRADO NA TROCA DO COROLLA ALTIS NXE2G00;;KM 72.966;RENAVE;R$ 42.900,00
CHEVROLET CELTA 1.0L LT 2012/2013 BRANCO;ODM2510;488232791;COMPRADO NA ESPLACAR;;KM 149.881;RENAVE;R$ 20.000,00
FIAT SIENA ELX FLEX 1.4 2009/2010 CINZA;MSS4F84;146666917;COMPRADO NA TROCA DO AGILE VERMELHO KVP7G79;;KM 219.870;RENAVE;R$ 24.000,00
HYUNDAI HB20 1.6M 1.6M 2013/2013 CINZA;ONY5A60;508736315;COMPRADO NA KOBE NISSAN 14/11/2025;14/11/2025;;RENAVE;R$ 32.500,00
GM ONIX 1.4 MT LT 2013/2013 CINZA;MPL8A37;545914191;COMPRADO NA VITORIAWAGEN SERRA 24/11/2025;24/11/2025;;RENAVE;R$ 37.600,00
HONDA FIT LXL 2004/2004 CINZA;LUJ0D09;827456549;COMPRADO NA TROCA DO RENAULT FLUENCE ODH6A47;;KM 231.203;RENAVE;R$ 18.000,00
FORD FIESTA HÁ 1.6L SEB 2016/2016 BRANCO;PPN7520;1080475475;COMPRADO NA CVC COLATINA;;;RENAVE;R$ 34.400,00
FIAT PALIO ATTRACTIV 1.4 2012/2013 PRATA;ODK1H56;477048838;COMPRADO NA PRIME CACHOEIRO 26/11/2025;26/11/2025;;RENAVE;R$ 33.000,00
VW GOL 1.0 ECOMOTION GIV 2013/2014 PRETO;OVL5B84;599955058;COMPRADO NA TROCA DO HB20 BRANCO PPQ5207;;;RENAVE;R$ 24.000,00
FORD KA SE 1.5 SD B 2018/2018 BRANCO;QRD7E96;1173273872;COMPRADO NA KURUMA VEICULOS 28/11/2025;28/11/2025;KM 75.511;RENAVE;30.000.00
FORD ECOSPORT FSL1.6 FLEX 2011/2011 PRETO;MTZ0D19;296407780;COMPRADO NA EXCLUSIVA;;KM 113.678;RENAVE;R$ 24.000,00
FORD FIESTA SEDAN 1.6 FLEX 2008/2008 PRATA;MSA6H46;963792784;COMPRADO NA TROCA DO HB20 1.6 2013/2013 ONY5A60;;;RENAVE;R$ 19.000,00
